"Reported_Date","Header_From","SPF_Authentication_Domain","DKIM_Authentication_Domain","Email_Provider",Domain,"IP_Address","Host_Details",Score,"State_of_IP",Owner,"Email_Volume","DMARC_Pass_Fail","SPF_Authentication","SPF_Alignment","SPF_Policy","DKIM_Authentication","DKIM_Alignment","DKIM_Policy","Policy_evaluated_Disposition","Reason_Comment","Reason_Type"
"02/07/2023 00:00:00","randstad.in","randstad.in","randstad.in","google.com","randstad.in","103.212.120.5","server.halo.co.in",,,,1,0,0,0,0,0,0,0,none,NA,"sampled_out"
"02/07/2023 00:00:00","randstad.in","randstad.in","halo.co.in","google.com","randstad.in","103.212.120.5","server.halo.co.in",,,,1,0,0,0,0,1,0,0,none,NA,"sampled_out"
"02/07/2023 00:00:00","randstad.in","randstad.in","randstad.in","google.com","randstad.in","103.212.120.5","server.halo.co.in",,,,2,0,0,0,0,0,0,0,none,"looks forwarded, not quarantined for dmarc",forwarded
"02/07/2023 00:00:00","randstad.in","randstad.in","halo.co.in","google.com","randstad.in","103.212.120.5","server.halo.co.in",,,,2,0,0,0,0,1,0,0,none,"looks forwarded, not quarantined for dmarc",forwarded
"02/05/2023 00:00:00","randstad.in","bf06x.hubspotemail.net","bf06x.hubspotemail.net franchiseindia.net randstad.in","google.com","randstad.in","103.35.121.234","srvin.franchiseindia.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/07/2023 00:00:00","randstad.in","bf06x.hubspotemail.net","bf06x.hubspotemail.net franchiseindia.net randstad.in","google.com","randstad.in","103.35.121.234","srvin.franchiseindia.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/07/2023 00:00:00","randstad.in","bf06x.hubspotemail.net","bf06x.hubspotemail.net randstad.in",Yahoo,"randstad.in","106.10.240.78","sonic313-19.consmr.mail.sg3.yahoo.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/06/2023 00:00:00","randstad.in","bf06x.hubspotemail.net","bf06x.hubspotemail.net randstad.in",Yahoo,"randstad.in","106.10.244.39","sonic311-22.consmr.mail.sg3.yahoo.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/06/2023 00:00:00","randstad.in","bf06x.hubspotemail.net","bf06x.hubspotemail.net randstad.in",Yahoo,"randstad.in","108.177.16.13","13.r1.unverified-forwarding.1e100.net",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/07/2023 00:00:00","randstad.in","bf06x.hubspotemail.net","bf06x.hubspotemail.net randstad.in",Yahoo,"randstad.in","108.177.16.13","13.r1.unverified-forwarding.1e100.net",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/03/2023 07:12:06","randstad.in","randstad.in","randstad.in","iifl.com","randstad.in","116.50.59.190","cluster-c.mailcontrol.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/03/2023 09:05:21","randstad.in","randstad.in","randstad.in","iifl.com","randstad.in","116.50.59.190","cluster-c.mailcontrol.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/03/2023 10:35:00","randstad.in","bf06x.hubspotemail.net","bf06x.hubspotemail.net","iifl.com","randstad.in","116.50.59.190","cluster-c.mailcontrol.com",,,,1,1,1,1,1,1,1,1,quarantine,NA,NA
"02/06/2023 06:36:00","randstad.in","bf06x.hubspotemail.net","bf06x.hubspotemail.net","iifl.com","randstad.in","116.50.59.190","cluster-c.mailcontrol.com",,,,1,1,1,1,1,1,1,1,quarantine,NA,NA
"02/06/2023 10:50:00","randstad.in","bf06x.hubspotemail.net","bf06x.hubspotemail.net","iifl.com","randstad.in","116.50.59.190","cluster-c.mailcontrol.com",,,,1,1,1,1,1,1,1,1,quarantine,NA,NA
"01/04/2023 12:25:00","randstad.in","randstad.in","randstad.in","iifl.com","randstad.in","116.50.59.190","cluster-c.mailcontrol.com",,,,2,1,0,0,0,1,1,1,none,NA,NA
"02/03/2023 07:56:00","randstad.in","randstad.in","randstad.in","iifl.com","randstad.in","116.50.60.190","cluster-r.mailcontrol.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/03/2023 09:25:00","randstad.in","bf06x.hubspotemail.net","bf06x.hubspotemail.net","iifl.com","randstad.in","116.50.60.190","cluster-r.mailcontrol.com",,,,1,1,1,1,1,1,1,1,quarantine,NA,NA
"02/03/2023 10:35:00","randstad.in","bf06x.hubspotemail.net","bf06x.hubspotemail.net","iifl.com","randstad.in","116.50.60.190","cluster-r.mailcontrol.com",,,,1,1,1,1,1,1,1,1,quarantine,NA,NA
"02/07/2023 12:10:00","randstad.in","randstad.in","randstad.in","iifl.com","randstad.in","116.50.60.190","cluster-r.mailcontrol.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/04/2023 00:00:00","randstad.in","randstad.in","randstad.in","AMAZON-SES","randstad.in","12.129.29.143","mail12.concursolutions.com",92,"78,0","CONCUR-SEA,US",3,1,0,0,0,1,1,1,none,NA,NA
"02/05/2023 00:00:00","randstad.in","randstad.in","randstad.in","AMAZON-SES","randstad.in","12.129.29.143","mail12.concursolutions.com",92,"78,0","CONCUR-SEA,US",3,1,0,0,0,1,1,1,none,NA,NA
"02/07/2023 00:00:00","randstad.in","randstad.in","randstad.in","AMAZON-SES","randstad.in","12.129.29.143","mail12.concursolutions.com",92,"78,0","CONCUR-SEA,US",38,1,0,0,0,1,1,1,none,NA,NA
"02/02/2023 00:00:00","randstad.in","randstad.in","randstad.in","AMAZON-SES","randstad.in","12.129.29.143","mail12.concursolutions.com",92,"78,0","CONCUR-SEA,US",67,1,0,0,0,1,1,1,none,NA,NA
"02/01/2023 00:00:00","randstad.in","randstad.in","randstad.in","AMAZON-SES","randstad.in","12.129.29.143","mail12.concursolutions.com",92,"78,0","CONCUR-SEA,US",80,1,0,0,0,1,1,1,none,NA,NA
"02/06/2023 00:00:00","randstad.in","randstad.in","randstad.in","AMAZON-SES","randstad.in","12.129.29.143","mail12.concursolutions.com",92,"78,0","CONCUR-SEA,US",83,1,0,0,0,1,1,1,none,NA,NA
"02/02/2023 00:00:00","randstad.in","randstad.in","randstad.in","google.com","randstad.in","121.240.7.30","bkc30.securerelay.in",,,,3,0,0,0,0,0,0,0,none,NA,"sampled_out"
"02/03/2023 00:00:00","randstad.in","randstad.in","randstad.in","google.com","randstad.in","121.240.7.30","bkc30.securerelay.in",,,,3,0,0,0,0,0,0,0,none,NA,"sampled_out"
"02/07/2023 00:00:00","randstad.in","randstad.in","randstad.in","google.com","randstad.in","121.240.7.30","bkc30.securerelay.in",,,,3,0,0,0,0,0,0,0,none,NA,"sampled_out"
"02/07/2023 00:00:00","randstad.in","randstad.in","randstad.in","google.com","randstad.in","121.240.7.30","bkc30.securerelay.in",,,,6,0,0,0,0,0,0,0,quarantine,NA,NA
"02/03/2023 00:00:00","randstad.in","randstad.in",NA,"google.com","randstad.in","122.166.249.8","abts-kk-static-8.249.166.122.airtelbroadband.in",,,,1,0,0,0,0,0,0,0,quarantine,NA,NA
"02/04/2023 00:00:00","randstad.in","randstad.in",NA,"google.com","randstad.in","122.166.249.8","abts-kk-static-8.249.166.122.airtelbroadband.in",,,,1,0,0,0,0,0,0,0,"none quarantine",NA,"NA sampled_out"
"02/06/2023 00:00:00","randstad.in","randstad.in",NA,"google.com","randstad.in","122.166.249.8","abts-kk-static-8.249.166.122.airtelbroadband.in",,,,1,0,0,0,0,0,0,0,none,NA,"sampled_out"
"02/05/2023 00:00:00","randstad.in","randstad.in",NA,"google.com","randstad.in","122.166.249.8","abts-kk-static-8.249.166.122.airtelbroadband.in",,,,2,0,0,0,0,0,0,0,none,NA,"sampled_out"
"02/07/2023 00:00:00","randstad.in","randstad.in",NA,"google.com","randstad.in","122.166.249.8","abts-kk-static-8.249.166.122.airtelbroadband.in",,,,3,0,0,0,0,0,0,0,quarantine,NA,NA
"02/07/2023 00:00:00","randstad.in","randstad.in",NA,"google.com","randstad.in","122.166.249.8","abts-kk-static-8.249.166.122.airtelbroadband.in",,,,6,0,0,0,0,0,0,0,none,NA,"sampled_out"
"02/06/2023 00:00:00","randstad.in","randstad.in","orlosos.com randstad.in","google.com","randstad.in","128.199.158.199","woodpeckies.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/07/2023 00:00:00","randstad.in","randstad.in",NA,"google.com","randstad.in","13.110.74.190","smtp15-ia4-sp4.mta.salesforce.com",,,,1,0,0,0,0,0,0,0,quarantine,NA,NA
"02/06/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.103","app-103.transmail.net",,,,1,0,1,0,0,1,0,0,none,NA,"sampled_out"
"02/04/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.180","sendera180.zohocreator.com",,,,1,0,1,0,0,1,0,0,quarantine,NA,NA
"02/05/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.180","sendera180.zohocreator.com",,,,1,0,1,0,0,1,0,0,quarantine,NA,NA
"02/03/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.180","sendera180.zohocreator.com",,,,11,0,1,0,0,1,0,0,none,NA,"sampled_out"
"02/07/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.180","sendera180.zohocreator.com",,,,11,0,1,0,0,1,0,0,quarantine,NA,NA
"02/06/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.180","sendera180.zohocreator.com",,,,12,0,1,0,0,1,0,0,none,NA,"sampled_out"
"02/02/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.180","sendera180.zohocreator.com",,,,20,0,1,0,0,1,0,0,quarantine,NA,NA
"02/04/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.180","sendera180.zohocreator.com",,,,3,0,1,0,0,1,0,0,none,NA,"sampled_out"
"02/02/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.180","sendera180.zohocreator.com",,,,40,0,1,0,0,1,0,0,none,NA,"sampled_out"
"02/05/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.180","sendera180.zohocreator.com",,,,5,0,1,0,0,1,0,0,none,NA,"sampled_out"
"02/03/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.180","sendera180.zohocreator.com",,,,7,0,1,0,0,1,0,0,quarantine,NA,NA
"02/06/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.180","sendera180.zohocreator.com",,,,8,0,1,0,0,1,0,0,quarantine,NA,NA
"02/07/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.180","sendera180.zohocreator.com",,,,8,0,1,0,0,1,0,0,none,NA,"sampled_out"
"02/04/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.181","sendera181.zohocreator.com",,,,1,0,1,0,0,1,0,0,none,NA,"sampled_out"
"02/07/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.181","sendera181.zohocreator.com",,,,1,0,1,0,0,1,0,0,none,NA,"sampled_out"
"02/02/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.181","sendera181.zohocreator.com",,,,18,0,1,0,0,1,0,0,quarantine,NA,NA
"02/05/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.181","sendera181.zohocreator.com",,,,2,0,1,0,0,1,0,0,"none quarantine",NA,"NA sampled_out"
"02/03/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.181","sendera181.zohocreator.com",,,,22,0,1,0,0,1,0,0,none,NA,"sampled_out"
"02/06/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.181","sendera181.zohocreator.com",,,,22,0,1,0,0,1,0,0,none,NA,"sampled_out"
"02/02/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.181","sendera181.zohocreator.com",,,,38,0,1,0,0,1,0,0,none,NA,"sampled_out"
"02/06/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.181","sendera181.zohocreator.com",,,,8,0,1,0,0,1,0,0,quarantine,NA,NA
"02/07/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.181","sendera181.zohocreator.com",,,,8,0,1,0,0,1,0,0,quarantine,NA,NA
"02/03/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.181","sendera181.zohocreator.com",,,,9,0,1,0,0,1,0,0,quarantine,NA,NA
"02/06/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.97","app-97.transmail.net",,,,1,0,1,0,0,1,0,0,quarantine,NA,NA
"02/06/2023 00:00:00","randstad.in","usermail.zohocreator.com","usermail.zohocreator.com","google.com","randstad.in","135.84.80.98","app-98.transmail.net",,,,1,0,1,0,0,1,0,0,quarantine,NA,NA
"02/07/2023 00:00:00","randstad.in","ourhealthmate.com","bf06x.hubspotemail.net randstad.in","google.com","randstad.in","136.143.184.37","sender3-op-f37.zoho.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/05/2023 00:00:00","randstad.in","ourhealthmate.com","bf06x.hubspotemail.net randstad.in","google.com","randstad.in","136.143.184.38","sender3-op-f38.zoho.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/05/2023 00:00:00","randstad.in","synoriq.com","randstad.in","google.com","randstad.in","136.143.184.78","sender3-of-f78.zoho.com",,,,1,1,1,0,0,1,1,1,none,NA,NA
"02/02/2023 00:00:00","randstad.in","synoriq.com","randstad.in","google.com","randstad.in","136.143.184.79","sender3-of-f79.zoho.com",,,,1,1,1,0,0,1,1,1,none,NA,NA
"02/02/2023 00:00:00","randstad.in","randstad.in","randstad.in","google.com","randstad.in","137.59.201.131","mailstore.blspsk.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/03/2023 00:00:00","randstad.in","mailses01.randstad.in","amazonses.com randstad.in","google.com","randstad.in","137.59.201.131","mailstore.blspsk.com",,,,1,1,0,0,0,1,1,1,none,NA,NA
"02/05/2023 00:00:00","randstad.in","randstad.in","randstad.in","google.com","randstad.in","137.59.201.131","mailstore.blspsk.com",,,,2,1,0,0,0,1,1,1,none,NA,NA
"02/06/2023 00:00:00","randstad.in","randstad.in","randstad.in","google.com","randstad.in","137.59.201.131","mailstore.blspsk.com",,,,8,1,0,0,0,1,1,1,none,NA,NA
"02/07/2023 00:00:00","randstad.in","randstad.in",NA,"google.com","randstad.in","141.98.10.138","youngster-loan.outreachratio.com",,,,2,0,0,0,0,0,0,0,quarantine,NA,NA
"02/07/2023 00:00:00","randstad.in","randstad.in",NA,"google.com","randstad.in","141.98.10.138","youngster-loan.outreachratio.com",,,,8,0,0,0,0,0,0,0,none,NA,"sampled_out"
"02/04/2023 00:00:00","randstad.in","randstad.in",NA,"google.com","randstad.in","141.98.10.239","IP not resolved",,,,1,0,0,0,0,0,0,0,"none quarantine",NA,"NA sampled_out"
"02/06/2023 00:00:00","randstad.in","randstad.in",NA,"google.com","randstad.in","141.98.10.239","IP not resolved",,,,1,0,0,0,0,0,0,0,none,NA,"sampled_out"
"02/07/2023 00:00:00","randstad.in","randstad.in",NA,"google.com","randstad.in","142.11.206.121","mta0.surularadum.shop",,,,15,0,0,0,0,0,0,0,none,NA,"sampled_out"
"02/06/2023 00:00:00","randstad.in","bf06.eu1.hubspotemail.net","bf06.eu1.hubspotemail.net randstad.in",Yahoo,"randstad.in","143.244.84.80","bd77e8i.bf06.eu1.hubspotemail.net",,,,1,1,1,0,0,1,1,1,none,NA,NA
"02/05/2023 00:00:00","randstad.in","bf06.eu1.hubspotemail.net","bf06.eu1.hubspotemail.net randstad.in","google.com","randstad.in","143.244.84.80","bd77e8i.bf06.eu1.hubspotemail.net",,,,14,1,1,0,0,1,1,1,none,NA,NA
"02/06/2023 00:00:00","randstad.in","bf06.eu1.hubspotemail.net","bf06.eu1.hubspotemail.net randstad.in",Yahoo,"randstad.in","143.244.84.81","bd77e8j.bf06.eu1.hubspotemail.net",,,,1,1,1,0,0,1,1,1,none,NA,NA
"02/05/2023 00:00:00","randstad.in","bf06.eu1.hubspotemail.net","bf06.eu1.hubspotemail.net randstad.in","google.com","randstad.in","143.244.84.81","bd77e8j.bf06.eu1.hubspotemail.net",,,,10,1,1,0,0,1,1,1,none,NA,NA
"02/05/2023 00:00:00","randstad.in","bf06.eu1.hubspotemail.net","bf06.eu1.hubspotemail.net randstad.in","google.com","randstad.in","143.244.84.82","bd77e8k.bf06.eu1.hubspotemail.net",,,,10,1,1,0,0,1,1,1,none,NA,NA
"02/05/2023 00:00:00","randstad.in","bf06.eu1.hubspotemail.net","bf06.eu1.hubspotemail.net randstad.in","google.com","randstad.in","143.244.84.83","bd77e8l.bf06.eu1.hubspotemail.net",,,,16,1,1,0,0,1,1,1,none,NA,NA
"02/06/2023 00:00:00","randstad.in","bf06.eu1.hubspotemail.net","bf06.eu1.hubspotemail.net randstad.in","google.com","randstad.in","143.244.84.84","bd77e8m.bf06.eu1.hubspotemail.net",,,,1,1,1,0,0,1,1,1,none,NA,NA
